protein_1,protein_1_idx,protein_2,protein_2_idx,confidence,attributes,attribute_p1,attribute_p2
samplewt_24285,2992,samplewt_33031,4841,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_24285,2992,samplewt_3401,4884,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NIGHT
samplewt_24285,2992,samplewt_3428,4894,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_24285,2992,samplewt_346,4905,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NIGHT
samplewt_24285,2992,samplewt_3892,4989,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NIGHT
samplewt_24285,2992,samplewt_4152,5045,,"['NONE', 'NIGHT', 'DAY']",NIGHT,DAY
samplewt_24285,2992,samplewt_4215,5058,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_24285,2992,samplewt_4309,5078,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NIGHT
samplewt_24285,2992,samplewt_4407,5123,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NIGHT
samplewt_24285,2992,samplewt_447,5143,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_24285,2992,samplewt_4766,5209,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_24285,2992,samplewt_5770,5407,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_24285,2992,samplewt_5830,5423,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_24285,2992,samplewt_5943,5460,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NIGHT
samplewt_24285,2992,samplewt_6671,5599,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_24285,2992,samplewt_6689,5603,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_24285,2992,samplewt_6763,5612,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_24285,2992,samplewt_7118,5695,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_24285,2992,samplewt_7136,5699,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_24285,2992,samplewt_7152,5708,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_24285,2992,samplewt_7324,5759,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_24285,2992,samplewt_7863,5862,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_24285,2992,samplewt_8061,5918,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
