protein_1,protein_1_idx,protein_2,protein_2_idx,confidence,attributes,attribute_p1,attribute_p2
samplewt_13982,857,samplewt_3812,4977,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_13982,857,samplewt_4403,5119,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_13999,862,samplewt_15328,1129,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_13999,862,samplewt_15394,1145,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_13999,862,samplewt_15714,1224,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_13999,862,samplewt_15868,1254,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_13999,862,samplewt_16497,1359,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_13999,862,samplewt_16665,1390,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_13999,862,samplewt_1676,1416,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_13999,862,samplewt_17185,1518,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_13999,862,samplewt_1791,1692,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_13999,862,samplewt_19954,2103,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_13999,862,samplewt_20422,2201,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_13999,862,samplewt_22524,2633,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_13999,862,samplewt_23949,2904,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_13999,862,samplewt_24395,3013,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_13999,862,samplewt_24777,3104,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_13999,862,samplewt_25115,3174,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_13999,862,samplewt_25246,3203,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_13999,862,samplewt_25745,3307,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_13999,862,samplewt_2714,3587,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_13999,862,samplewt_27154,3590,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_13999,862,samplewt_27408,3629,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_13999,862,samplewt_27666,3681,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_13999,862,samplewt_28714,3910,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_13999,862,samplewt_30114,4212,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_13999,862,samplewt_30531,4317,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_13999,862,samplewt_30787,4367,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_13999,862,samplewt_31070,4432,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_13999,862,samplewt_32067,4639,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_13999,862,samplewt_3516,4918,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_13999,862,samplewt_4803,5216,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_13999,862,samplewt_6856,5635,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_13999,862,samplewt_7053,5685,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_13999,862,samplewt_7194,5722,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_13999,862,samplewt_866,6050,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_13999,862,samplewt_9231,6149,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14022,864,samplewt_14704,1011,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14022,864,samplewt_18197,1737,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14022,864,samplewt_18927,1876,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14022,864,samplewt_25727,3304,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14022,864,samplewt_26666,3506,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14022,864,samplewt_30278,4251,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14022,864,samplewt_3966,5008,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14022,864,samplewt_5767,5404,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14022,864,samplewt_788,5867,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14030,868,samplewt_15634,1192,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14030,868,samplewt_23359,2777,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14030,868,samplewt_24119,2943,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14030,868,samplewt_28287,3797,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14030,868,samplewt_30846,4378,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14030,868,samplewt_31890,4605,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14030,868,samplewt_3591,4939,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14030,868,samplewt_4379,5108,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14030,868,samplewt_4954,5248,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14030,868,samplewt_5768,5405,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14030,868,samplewt_5858,5431,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14030,868,samplewt_8103,5930,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14030,868,samplewt_8115,5933,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14030,868,samplewt_8686,6057,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14055,871,samplewt_14760,1014,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14055,871,samplewt_2043,2203,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14055,871,samplewt_20588,2241,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14055,871,samplewt_28226,3786,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14055,871,samplewt_3172,4567,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14055,871,samplewt_358,4933,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14055,871,samplewt_7161,5711,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14058,874,samplewt_20786,2288,,"['NONE', 'NIGHT', 'DAY']",DAY,NONE
samplewt_14058,874,samplewt_31829,4591,,"['NONE', 'NIGHT', 'DAY']",DAY,NIGHT
samplewt_14058,874,samplewt_5842,5427,,"['NONE', 'NIGHT', 'DAY']",DAY,NONE
samplewt_14058,874,samplewt_9563,6205,,"['NONE', 'NIGHT', 'DAY']",DAY,NONE
samplewt_14068,875,samplewt_15760,1236,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14068,875,samplewt_19977,2113,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14068,875,samplewt_19995,2115,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14068,875,samplewt_2103,2343,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14068,875,samplewt_21606,2452,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14068,875,samplewt_2167,2462,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14068,875,samplewt_22001,2523,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14068,875,samplewt_27990,3746,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14068,875,samplewt_31911,4610,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14068,875,samplewt_33096,4859,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14068,875,samplewt_5553,5359,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14068,875,samplewt_6432,5552,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14068,875,samplewt_9409,6181,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14106,884,samplewt_14399,939,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14106,884,samplewt_15196,1099,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14106,884,samplewt_15315,1127,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14106,884,samplewt_17366,1559,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14106,884,samplewt_17402,1570,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14106,884,samplewt_17785,1671,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14106,884,samplewt_180,1711,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14106,884,samplewt_18009,1714,,"['NONE', 'NIGHT', 'DAY']",NONE,DAY
samplewt_14106,884,samplewt_18131,1735,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14106,884,samplewt_18494,1800,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14106,884,samplewt_1868,1830,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14106,884,samplewt_1900,1891,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14106,884,samplewt_19197,1937,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14106,884,samplewt_19229,1945,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14106,884,samplewt_19977,2113,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14106,884,samplewt_20651,2257,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14106,884,samplewt_2097,2331,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14106,884,samplewt_21529,2442,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14106,884,samplewt_22328,2591,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14106,884,samplewt_23089,2726,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14106,884,samplewt_23193,2740,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14106,884,samplewt_23392,2785,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14106,884,samplewt_234,2788,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14106,884,samplewt_23811,2872,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14106,884,samplewt_24389,3011,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14106,884,samplewt_24630,3067,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14106,884,samplewt_24915,3142,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14106,884,samplewt_2492,3143,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14106,884,samplewt_26004,3366,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14106,884,samplewt_26882,3543,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14106,884,samplewt_28434,3829,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14106,884,samplewt_29061,3988,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14106,884,samplewt_2910,4004,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14106,884,samplewt_29124,4008,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14106,884,samplewt_29548,4102,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14106,884,samplewt_29615,4115,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14106,884,samplewt_29893,4166,,"['NONE', 'NIGHT', 'DAY']",NONE,DAY
samplewt_14106,884,samplewt_30208,4239,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14106,884,samplewt_31374,4494,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14106,884,samplewt_3170,4564,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14106,884,samplewt_31719,4566,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14106,884,samplewt_32175,4665,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14106,884,samplewt_32262,4681,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14106,884,samplewt_32732,4779,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14106,884,samplewt_33095,4858,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14106,884,samplewt_3459,4904,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14106,884,samplewt_3627,4944,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14106,884,samplewt_3755,4970,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14106,884,samplewt_4176,5052,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14106,884,samplewt_4324,5084,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14106,884,samplewt_4368,5099,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14106,884,samplewt_4719,5193,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14106,884,samplewt_4777,5211,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14106,884,samplewt_4903,5236,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14106,884,samplewt_5011,5258,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14106,884,samplewt_5039,5264,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14106,884,samplewt_6437,5557,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14106,884,samplewt_645,5559,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14106,884,samplewt_6959,5672,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14106,884,samplewt_7200,5726,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14106,884,samplewt_8426,5993,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14106,884,samplewt_8657,6049,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14106,884,samplewt_9111,6128,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14106,884,samplewt_9117,6129,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14106,884,samplewt_9232,6150,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14106,884,samplewt_9593,6210,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14106,884,samplewt_9605,6212,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14139,886,samplewt_15327,1128,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14139,886,samplewt_15333,1131,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14139,886,samplewt_16391,1340,,"['NONE', 'NIGHT', 'DAY']",NONE,DAY
samplewt_14139,886,samplewt_16782,1425,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14139,886,samplewt_16854,1446,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14139,886,samplewt_17785,1671,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14139,886,samplewt_18288,1757,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14139,886,samplewt_20033,2124,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14139,886,samplewt_2043,2203,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14139,886,samplewt_2051,2223,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14139,886,samplewt_20588,2241,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14139,886,samplewt_20595,2243,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14139,886,samplewt_20651,2257,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14139,886,samplewt_22474,2618,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14139,886,samplewt_22922,2700,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14139,886,samplewt_23529,2811,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14139,886,samplewt_24389,3011,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14139,886,samplewt_24777,3104,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14139,886,samplewt_25096,3170,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14139,886,samplewt_2526,3205,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14139,886,samplewt_26248,3415,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14139,886,samplewt_28226,3786,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14139,886,samplewt_29263,4041,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14139,886,samplewt_30208,4239,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14139,886,samplewt_30531,4317,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14139,886,samplewt_31070,4432,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14139,886,samplewt_31634,4557,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14139,886,samplewt_32173,4663,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14139,886,samplewt_32260,4679,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14139,886,samplewt_3459,4904,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14139,886,samplewt_358,4933,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14139,886,samplewt_3655,4950,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14139,886,samplewt_3812,4977,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14139,886,samplewt_4898,5235,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14139,886,samplewt_5039,5264,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14139,886,samplewt_5423,5322,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14139,886,samplewt_5537,5354,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14139,886,samplewt_7161,5711,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14139,886,samplewt_866,6050,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14139,886,samplewt_9036,6114,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14159,890,samplewt_14275,906,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14159,890,samplewt_14632,993,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14159,890,samplewt_14796,1026,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14159,890,samplewt_1493,1050,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14159,890,samplewt_15327,1128,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14159,890,samplewt_15399,1149,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14159,890,samplewt_1555,1178,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14159,890,samplewt_15649,1196,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14159,890,samplewt_16775,1421,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14159,890,samplewt_17732,1655,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14159,890,samplewt_180,1711,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14159,890,samplewt_18009,1714,,"['NONE', 'NIGHT', 'DAY']",NONE,DAY
samplewt_14159,890,samplewt_18131,1735,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14159,890,samplewt_1868,1830,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14159,890,samplewt_19194,1936,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14159,890,samplewt_19197,1937,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14159,890,samplewt_19229,1945,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14159,890,samplewt_20594,2242,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14159,890,samplewt_20595,2243,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14159,890,samplewt_22922,2700,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14159,890,samplewt_23193,2740,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14159,890,samplewt_23456,2801,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14159,890,samplewt_23569,2815,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14159,890,samplewt_23735,2857,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14159,890,samplewt_23811,2872,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14159,890,samplewt_24124,2946,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14159,890,samplewt_24499,3036,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14159,890,samplewt_24630,3067,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14159,890,samplewt_2492,3143,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14159,890,samplewt_25096,3170,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14159,890,samplewt_2526,3205,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14159,890,samplewt_25466,3247,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14159,890,samplewt_25880,3345,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14159,890,samplewt_26801,3532,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14159,890,samplewt_26882,3543,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14159,890,samplewt_28311,3806,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14159,890,samplewt_29061,3988,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14159,890,samplewt_29548,4102,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14159,890,samplewt_29615,4115,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14159,890,samplewt_30076,4206,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14159,890,samplewt_308,4374,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14159,890,samplewt_31201,4459,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14159,890,samplewt_32173,4663,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14159,890,samplewt_32233,4671,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14159,890,samplewt_32260,4679,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14159,890,samplewt_32262,4681,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14159,890,samplewt_33095,4858,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14159,890,samplewt_3580,4934,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14159,890,samplewt_3627,4944,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14159,890,samplewt_4278,5072,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14159,890,samplewt_4719,5193,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14159,890,samplewt_4777,5211,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14159,890,samplewt_4898,5235,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14159,890,samplewt_5216,5288,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14159,890,samplewt_5251,5296,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14159,890,samplewt_5272,5298,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14159,890,samplewt_5410,5317,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14159,890,samplewt_5617,5365,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14159,890,samplewt_5915,5455,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14159,890,samplewt_6437,5557,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14159,890,samplewt_6834,5631,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14159,890,samplewt_7166,5714,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14159,890,samplewt_7210,5729,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14159,890,samplewt_8516,6008,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14159,890,samplewt_8888,6094,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14159,890,samplewt_8889,6095,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14159,890,samplewt_9036,6114,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14159,890,samplewt_9593,6210,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14159,890,samplewt_9605,6212,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_14304,913,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_14180,891,samplewt_14609,986,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_1478,1019,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_14875,1040,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_14883,1042,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_14920,1049,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_15327,1128,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_15662,1204,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_15682,1213,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_15760,1236,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_16671,1395,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_14180,891,samplewt_16744,1413,,"['NONE', 'NIGHT', 'DAY']",NONE,DAY
